key,player,pos,base,fix1,absence,both
ryan-bathie,Ryan Bathie,MID,1,1,1,1
jye-bolton,Jye Bolton,GEN_FWD,10,10,10,10
robert-campbell,Robert Campbell,GEN_FWD,0,0,0,0
paul-cribbin,Paul Cribbin,GEN_DEF,7,7,7,7
james-webster,James Webster,GEN_DEF,7,7,7,7
jackson-ferguson,Jackson Ferguson,KEY_DEF,8,8,8,8
blake-bray,Blake Bray,GEN_DEF,7,7,7,7
sam-martyn,Sam Martyn,GEN_DEF,7,7,7,7
william-langford,William Langford,MID,8,8,8,8
jack-mahony-haw,Jack Mahony,GEN_FWD,6,6,6,6
jake-crawford,Jake Crawford,MID,8,8,8,8
eugene-kreuger,Eugene Kreuger,RUC,10,10,10,10
karmichael-hunt,Karmichael Hunt,GEN_FWD,1,1,1,1
tom-scully,Tom Scully,MID,73,73,73,73
jack-trengove,Jack Trengove,MID,71,71,71,71
dustin-martin,Dustin Martin,MID,65,65,65,65
anthony-morabito,Anthony Morabito,MID,61,61,61,61
ben-cunnington,Ben Cunnington,MID,57,57,57,57
gary-rohan,Gary Rohan,GEN_FWD,36,36,36,36
bradley-sheppard,Bradley Sheppard,GEN_DEF,22,22,22,22
john-butcher,John Butcher,KEY_FWD,21,21,21,21
andrew-moore,Andrew Moore,GEN_DEF,20,20,20,20
jake-melksham,Jake Melksham,KEY_FWD,50,50,50,50
jordan-gysberts,Jordan Gysberts,MID,39,39,39,39
kane-lucas,Kane Lucas,MID,37,37,37,37
daniel-talia,Daniel Talia,KEY_DEF,22,22,22,22
lewis-jetta,Lewis Jetta,GEN_FWD,13,13,13,13
christian-howard,Christian Howard,GEN_DEF,19,19,19,19
jasper-mcmillan-pittard,Jasper Mcmillan-Pittard,GEN_DEF,18,18,18,18
daniel-menzel,Daniel Menzel,GEN_FWD,22,22,22,22
luke-tapscott,Luke Tapscott,MID,26,26,26,26
benjamin-griffiths,Benjamin Griffiths,KEY_FWD,17,17,17,17
nathan-fyfe,Nathan Fyfe,MID,24,24,24,24
ryan-bastinac,Ryan Bastinac,MID,24,24,24,24
gerrick-weedon,Gerrick Weedon,GEN_FWD,17,17,17,17
koby-stevens,Koby Stevens,MID,23,23,23,23
jake-carlisle,Jake Carlisle,KEY_DEF,17,17,17,17
aaron-black,Aaron Black,KEY_FWD,16,16,16,16
travis-colyer,Travis Colyer,GEN_FWD,15,15,15,15
callum-bartlett,Callum Bartlett,MID,21,21,21,21
mitchell-duncan,Mitchell Duncan,GEN_DEF,13,13,13,13
jack-gunston,Jack Gunston,KEY_FWD,1127,1127,1127,1127
jason-tutt,Jason Tutt,GEN_FWD,14,14,14,14
nicholas-winmar,Nicholas Winmar,MID,18,18,18,18
anthony-long,Anthony Long,GEN_DEF,12,12,12,12
max-gawn,Max Gawn,RUC,2393,2393,2393,2393
david-astbury,David Astbury,KEY_DEF,15,15,15,15
joel-houghton,Joel Houghton,KEY_FWD,13,13,13,13
jamie-macmillan,Jamie MacMillan,MID,16,16,16,16
sam-reid-syd,Sam Reid,KEY_FWD,13,13,13,13
sam-grimley,Sam Grimley,RUC,18,18,18,18
allen-christensen,Allen Christensen,GEN_FWD,11,11,11,11
ayden-kennedy,Ayden Kennedy,GEN_FWD,11,11,11,11
nathan-vardy,Nathan Vardy,RUC,17,17,17,17
marcus-davies,Marcus Davies,GEN_DEF,11,11,11,11
matthew-dea,Matthew Dea,GEN_DEF,11,11,11,11
sam-shaw,Sam Shaw,GEN_DEF,11,11,11,11
benjamin-stratton,Benjamin Stratton,GEN_DEF,10,10,10,10
ryan-harwood,Ryan Harwood,GEN_DEF,11,11,11,11
jesse-crichton,Jesse Crichton,MID,13,13,13,13
dylan-roberton,Dylan Roberton,GEN_DEF,11,11,11,11
jack-fitzpatrick,Jack Fitzpatrick,RUC,14,14,14,14
troy-taylor,Troy Taylor,GEN_FWD,10,10,10,10
justin-bollenhagen,Justin Bollenhagen,RUC,13,13,13,13
brayden-norris,Brayden Norris,KEY_DEF,13,13,13,13
byron-sumner,Byron Sumner,GEN_FWD,10,10,10,10
trent-dennis-lane,Trent Dennis-Lane,GEN_FWD,8,8,8,8
josh-cowan,Josh Cowan,GEN_DEF,11,11,11,11
jordan-williams,Jordan Williams,GEN_DEF,11,11,11,11
rohan-kerr,Rohan Kerr,GEN_DEF,11,11,11,11
james-craig,James Craig,RUC,12,12,12,12
ben-sinclair,Ben Sinclair,GEN_DEF,11,11,11,11
jeromey-webberley,Jeromey Webberley,MID,8,8,8,8
taylor-duryea,Taylor Duryea,GEN_DEF,11,11,11,11
ben-nason,Ben Nason,GEN_FWD,10,10,10,10
jesse-o-brien,Jesse O'Brien,MID,11,11,11,11
josh-thomas,Josh Thomas,GEN_FWD,9,9,9,9
shane-thorne,Shane Thorne,MID,5,5,5,5
will-johnson,Will Johnson,GEN_FWD,10,10,10,10
bryce-retzlaff,Bryce Retzlaff,KEY_FWD,10,10,10,10
matt-maguire,Matt Maguire,KEY_DEF,3,3,3,3
dylan-grimes,Dylan Grimes,GEN_DEF,7,7,7,7
ryan-neates,Ryan Neates,KEY_DEF,14,14,14,14
kyle-hardingham,Kyle Hardingham,GEN_DEF,8,8,8,8
robert-hicks,Robert Hicks,GEN_DEF,10,10,10,10
michael-barlow,Michael Barlow,MID,3,3,3,3
majak-daw,Majak Daw,KEY_FWD,13,13,13,13
lewis-broome,Lewis Broome,MID,12,12,12,12
cameron-hitchcock,Cameron Hitchcock,GEN_FWD,10,10,10,10
wayde-skipper,Wayde Skipper,RUC,9,9,9,9
taite-silverlock,Taite Silverlock,KEY_DEF,15,15,15,15
jaryd-cachia,Jaryd Cachia,MID,12,12,12,12
mitchell-golby,Mitchell Golby,GEN_DEF,9,9,9,9
luke-thompson,Luke Thompson,KEY_DEF,14,14,14,14
thomas-hunter,Thomas Hunter,GEN_FWD,8,8,8,8
mark-hutchings,Mark Hutchings,MID,12,12,12,12
jack-weston,Jack Weston,GEN_FWD,8,8,8,8
pat-contin,Pat Contin,KEY_FWD,13,13,13,13
alex-silvagni,Alex Silvagni,GEN_DEF,2,2,2,2
matthew-scott,Matthew Scott,MID,12,12,12,12
andrew-strijk,Andrew Strijk,GEN_DEF,2,2,2,2
daniel-webb,Daniel Webb,RUC,10,10,10,10
jarrod-kayler-thomson,Jarrod Kayler-Thomson,MID,1,1,1,1
ben-howlett,Ben Howlett,MID,10,10,10,10
joe-dare,Joe Dare,KEY_DEF,14,14,14,14
josh-dyson,Josh Dyson,GEN_DEF,9,9,9,9
matthew-wright,Matthew Wright,GEN_FWD,8,8,8,8
jack-carter,Jack Carter,GEN_DEF,9,9,9,9
andrew-hooper,Andrew Hooper,GEN_FWD,8,8,8,8
daniel-archer,Daniel Archer,MID,12,12,12,12
ben-johnson,Ben Johnson,MID,3,3,3,3
relton-roberts,Relton Roberts,GEN_FWD,1,1,1,1
ashton-hams,Ashton Hams,GEN_FWD,1,1,1,1
cameron-cloke,Cameron Cloke,KEY_FWD,2,2,2,2
stewart-crameri,Stewart Crameri,GEN_FWD,5,5,5,5
levi-casboult,Levi Casboult,KEY_FWD,20,20,20,20
matthew-jaensch,Matthew Jaensch,GEN_DEF,10,10,10,10
matthew-panos,Matthew Panos,KEY_FWD,13,13,13,13
james-podsiadly,James Podsiadly,KEY_FWD,1,1,1,1
nick-westhoff,Nick Westhoff,KEY_FWD,13,13,13,13
marcus-marigliani,Marcus Marigliani,MID,1,1,1,1
simon-white,Simon White,GEN_DEF,6,6,6,6
eddie-prato,Eddie Prato,GEN_FWD,10,10,10,10
jesse-stringer,Jesse Stringer,MID,12,12,12,12
josh-donaldson,Josh Donaldson,KEY_FWD,13,13,13,13
patrick-ambrose,Patrick Ambrose,KEY_FWD,6,6,6,6
tommy-walsh,Tommy Walsh,KEY_FWD,9,9,9,9
jamie-o-reilly,Jamie O'Reilly,KEY_FWD,9,9,9,9
chris-mckaigue,Chris McKaigue,MID,9,9,9,9
nial-mckeever,Nial McKeever,KEY_DEF,10,10,10,10
zach-tuohy,Zach Tuohy,GEN_DEF,8,8,8,8
seamus-mcnamara,Seamus McNamara,RUC,10,10,10,10
daniel-bass,Daniel Bass,RUC,10,10,10,10
sean-yoshiura,Sean Yoshiura,KEY_FWD,7,7,7,7
dylan-mcneil,Dylan McNeil,MID,8,8,8,8
claye-beams,Claye Beams,GEN_FWD,6,6,6,6
broc-mccauley,Broc McCauley,GEN_FWD,1,1,1,1
nathan-gordon,Nathan Gordon,MID,10,10,10,10
jordan-johns,Jordan Johns,RUC,10,10,10,10
aidan-riley,Aidan Riley,MID,8,8,8,8
jack-watts,Jack Watts,GEN_FWD,38,38,38,38
nicholas-naitanui,Nicholas Naitanui,RUC,28,28,28,28
stephen-hill,Stephen Hill,MID,65,65,65,65
hamish-hartlett,Hamish Hartlett,MID,61,61,61,61
michael-hurley,Michael Hurley,KEY_DEF,26,26,26,26
christopher-yarran,Christopher Yarran,GEN_FWD,36,36,36,36
daniel-rich,Daniel Rich,GEN_DEF,22,22,22,22
tyrone-vickery,Tyrone Vickery,KEY_FWD,21,21,21,21
jack-ziebell,Jack Ziebell,MID,44,44,44,44
phil-davis,Phil Davis,KEY_DEF,24,24,24,24
steele-sidebottom,Steele Sidebottom,MID,98,98,98,98
lewis-johnston,Lewis Johnston,KEY_FWD,19,19,19,19
tom-lynch,Tom Lynch,GEN_FWD,28,28,28,28
ayce-cordy,Ayce Cordy,RUC,22,22,22,22
mitchell-brown-1,Mitchell Brown,KEY_FWD,18,18,18,18
ryan-schoenmakers,Ryan Schoenmakers,KEY_DEF,21,21,21,21
sam-blease,Sam Blease,MID,27,27,27,27
luke-shuey,Luke Shuey,MID,26,26,26,26
james-strauss,James Strauss,MID,25,25,25,25
tom-swift,Tom Swift,MID,24,24,24,24
hayden-ballantyne,Hayden Ballantyne,GEN_FWD,13,13,13,13
jackson-trengove,Jackson Trengove,KEY_DEF,18,18,18,18
david-zaharakis,David Zaharakis,MID,23,23,23,23
nicholas-suban,Nicholas Suban,GEN_DEF,14,14,14,14
jack-redden,Jack Redden,MID,22,22,22,22
jayden-post,Jayden Post,KEY_FWD,16,16,16,16
samuel-wright,Samuel Wright,GEN_DEF,13,13,13,13
shaun-mckernan,Shaun McKernan,KEY_FWD,15,15,15,15
dayne-beams,Dayne Beams,MID,19,19,19,19
daniel-hannebery,Daniel Hannebery,MID,19,19,19,19
jordan-roughead,Jordan Roughead,KEY_DEF,15,15,15,15
liam-jones,Liam Jones,KEY_DEF,15,15,15,15
thomas-gillies,Thomas Gillies,KEY_DEF,15,15,15,15
liam-shiels,Liam Shiels,MID,17,17,17,17
jamie-bennell,Jamie Bennell,GEN_FWD,12,12,12,12
ashley-smith,Ashley Smith,GEN_DEF,12,12,12,12
zachary-clarke,Zachary Clarke,RUC,18,18,18,18
matthew-broadbent,Matthew Broadbent,GEN_DEF,12,12,12,12
steven-motlop,Steven Motlop,GEN_FWD,11,11,11,11
mitch-robinson,Mitch Robinson,MID,13,13,13,13
todd-banfield,Todd Banfield,GEN_FWD,11,11,11,11
mitchell-banner,Mitchell Banner,MID,14,14,14,14
liam-anthony,Liam Anthony,MID,8,8,8,8
rory-sloane,Rory Sloane,MID,14,14,14,14
jarrad-blight,Jarrad Blight,GEN_DEF,11,11,11,11
luke-rounds,Luke Rounds,MID,13,13,13,13
rhys-stanley,Rhys Stanley,RUC,36,36,36,36
nicholas-heyne,Nicholas Heyne,GEN_FWD,10,10,10,10
taylor-hunt,Taylor Hunt,GEN_DEF,11,11,11,11
jordan-lisle,Jordan Lisle,KEY_DEF,13,13,13,13
neville-jetta,Neville Jetta,GEN_DEF,11,11,11,11
jordan-jones,Jordan Jones,KEY_DEF,13,13,13,13
michael-walters,Michael Walters,GEN_FWD,10,10,10,10
jarrad-redden,Jarrad Redden,RUC,12,12,12,12
michael-still,Michael Still,KEY_FWD,10,10,10,10
benjamin-bucovaz,Benjamin Bucovaz,GEN_FWD,9,9,9,9
aaron-cornelius,Aaron Cornelius,KEY_FWD,10,10,10,10
nathan-o-keefe,Nathan O'Keefe,KEY_FWD,10,10,10,10
thomas-lee,Thomas Lee,KEY_FWD,10,10,10,10
campbell-heath,Campbell Heath,GEN_DEF,11,11,11,11
alistair-smith,Alistair Smith,MID,12,12,12,12
luke-lowden,Luke Lowden,MID,12,12,12,12
rohan-bail,Rohan Bail,GEN_FWD,10,10,10,10
rhys-o-keeffe,Rhys O'Keeffe,GEN_FWD,9,9,9,9
glenn-dawson,Glenn Dawson,GEN_FWD,9,9,9,9
tyson-slattery,Tyson Slattery,KEY_FWD,10,10,10,10
tim-ruffles,Tim Ruffles,GEN_FWD,9,9,9,9
bart-mcculloch,Bart McCulloch,MID,11,11,11,11
warren-benjamin,Warren Benjamin,RUC,12,12,12,12
william-young,William Young,KEY_DEF,13,13,13,13
leigh-brown,Leigh Brown,KEY_FWD,3,3,3,3
paul-cahill,Paul Cahill,GEN_DEF,11,11,11,11
shane-savage,Shane Savage,MID,11,11,11,11
chris-hall,Chris Hall,GEN_DEF,11,11,11,11
caleb-tiller,Caleb Tiller,MID,11,11,11,11
keiran-king,Keiran King,MID,11,11,11,11
liam-jurrah,Liam Jurrah,GEN_FWD,9,9,9,9
tom-rockliff,Tom Rockliff,MID,8,8,8,8
jordie-mckenzie,Jordie McKenzie,MID,11,11,11,11
liam-bedford,Liam Bedford,RUC,10,10,10,10
casey-sibosado,Casey Sibosado,KEY_FWD,9,9,9,9
wade-thompson,Wade Thompson,GEN_FWD,9,9,9,9
bryce-carroll,Bryce Carroll,KEY_DEF,10,10,10,10
jeff-garlett,Jeff Garlett,GEN_FWD,12,12,12,12
daniel-murray,Daniel Murray,GEN_DEF,10,10,10,10
robin-nahas,Robin Nahas,GEN_FWD,6,6,6,6
marcus-white,Marcus White,GEN_DEF,10,10,10,10
ricky-henderson,Ricky Henderson,MID,14,14,14,14
tristan-francis,Tristan Francis,MID,17,17,17,17
jamason-daniels,Jamason Daniels,MID,13,13,13,13
adam-varcoe,Adam Varcoe,GEN_FWD,9,9,9,9
riley-milne,Riley Milne,KEY_DEF,10,10,10,10
rhys-healey,Rhys Healey,GEN_FWD,9,9,9,9
adam-cockie,Adam Cockie,KEY_FWD,13,13,13,13
matthew-deboer,Matthew DeBoer,MID,13,13,13,13
thomas-german,Thomas German,MID,13,13,13,13
luke-stanton,Luke Stanton,RUC,10,10,10,10
luke-delaney,Luke Delaney,GEN_DEF,13,13,13,13
jarryd-blair,Jarryd Blair,GEN_FWD,9,9,9,9
taylor-gilchrist,Taylor Gilchrist,KEY_DEF,10,10,10,10
tom-simpkin,Tom Simpkin,MID,13,13,13,13
liam-picken,Liam Picken,GEN_DEF,2,2,2,2
bryn-weadon,Bryn Weadon,GEN_DEF,13,13,13,13
haydn-kiel,Haydn Kiel,GEN_DEF,11,11,11,11
daniel-hughes,Daniel Hughes,MID,3,3,3,3
hamish-shepheard,Hamish Shepheard,MID,13,13,13,13
daniel-stewart,Daniel Stewart,KEY_FWD,13,13,13,13
christian-bock,Christian Bock,RUC,10,10,10,10
andrew-browne-1,Andrew Browne,RUC,10,10,10,10
benjamin-speight,Benjamin Speight,GEN_FWD,9,9,9,9
johnny-bennell,Johnny Bennell,KEY_FWD,9,9,9,9
tom-allwright,Tom Allwright,MID,13,13,13,13
luke-breust,Luke Breust,GEN_FWD,9,9,9,9
clancee-pearce,Clancee Pearce,MID,13,13,13,13
matthew-martin,Matthew Martin,RUC,10,10,10,10
kade-klemke,Kade Klemke,KEY_DEF,10,10,10,10
alroy-gilligan,Alroy Gilligan,GEN_DEF,10,10,10,10
steve-gaertner,Steve Gaertner,GEN_DEF,13,13,13,13
jay-van-berlo,Jay van Berlo,GEN_DEF,11,11,11,11
jesse-laurie,Jesse Laurie,MID,13,13,13,13
adam-spackman,Adam Spackman,MID,17,17,17,17
ross-tungatulum,Ross Tungatulum,GEN_FWD,9,9,9,9
greg-broughton,Greg Broughton,GEN_DEF,2,2,2,2
samuel-mcgarry,Samuel McGarry,GEN_FWD,9,9,9,9
chris-ogle,Chris Ogle,GEN_FWD,6,6,6,6
ranga-ediriwickrama,Ranga Ediriwickrama,GEN_FWD,6,6,6,6
scott-reed,Scott Reed,KEY_FWD,7,7,7,7
blake-mcgrath,Blake McGrath,MID,8,8,8,8
william-sierakowski,William Sierakowski,KEY_DEF,8,8,8,8
michael-quinn,Michael Quinn,GEN_DEF,7,7,7,7
kyle-coney,Kyle Coney,GEN_DEF,7,7,7,7
conor-meredith,Conor Meredith,GEN_DEF,10,10,10,10
brian-donnelly,Brian Donnelly,MID,9,9,9,9
mike-pyke,Mike Pyke,RUC,10,10,10,10
lachlan-keeffe,Lachlan Keeffe,KEY_DEF,8,8,8,8
matthew-kreuzer,Matthew Kreuzer,RUC,28,28,28,28
trent-cotchin,Trent Cotchin,MID,71,71,71,71
chris-masten,Chris Masten,MID,65,65,65,65
cale-morton,Cale Morton,MID,61,61,61,61
jarrad-grant,Jarrad Grant,KEY_FWD,23,23,23,23
david-myers,David Myers,GEN_DEF,23,23,23,23
rhys-palmer,Rhys Palmer,MID,48,48,48,48
lachlan-henderson,Lachlan Henderson,KEY_FWD,21,21,21,21
ben-mcevoy,Ben McEvoy,RUC,23,23,23,23
patrick-dangerfield,Patrick Dangerfield,GEN_FWD,98,98,98,98
patrick-veszpremi,Patrick Veszpremi,GEN_FWD,31,31,31,31
cyril-rioli,Cyril Rioli,GEN_FWD,29,29,29,29
bradley-ebert,Brad Ebert,MID,34,34,34,34
jack-grimes,Jack Grimes,GEN_DEF,19,19,19,19
robert-tarrant,Robbie Tarrant,KEY_DEF,21,21,21,21
matthew-lobbe,Matthew Lobbe,RUC,22,22,22,22
harry-taylor,Harry Taylor,KEY_DEF,13,13,13,13
alex-rance,Alex Rance,KEY_DEF,20,20,20,20
callan-ward,Callan Ward,MID,25,25,25,25
tony-notte,Tony Notte,KEY_FWD,17,17,17,17
addam-maric,Addam Maric,GEN_FWD,18,18,18,18
scott-selwood,Scott Selwood,MID,23,23,23,23
tayte-pears,Tayte Pears,KEY_DEF,18,18,18,18
clayton-hinkley,Clayton Hinkley,MID,22,22,22,22
tom-collier,Tom Collier,KEY_DEF,17,17,17,17
brett-meredith,Brett Meredith,GEN_DEF,13,13,13,13
andy-otten,Andy Otten,GEN_DEF,13,13,13,13
marlon-motlop,Marlon Motlop,GEN_FWD,14,14,14,14
brendan-whitecross,Brendan Whitecross,MID,19,19,19,19
jarrhan-jacky,Jarrhan Jacky,GEN_FWD,14,14,14,14
john-mccarthy-1,John McCarthy,GEN_FWD,13,13,13,13
levi-greenwood,Levi Greenwood,MID,17,17,17,17
matthew-westhoff,Matthew Westhoff,KEY_FWD,14,14,14,14
dawson-simpson,Dawson Simpson,RUC,19,19,19,19
samuel-reid,Samuel Reid,MID,16,16,16,16
steven-browne,Steven Browne,GEN_DEF,12,12,12,12
scott-thompson-1,Scott Thompson,KEY_DEF,8,8,8,8
myke-cook,Myke Cook,MID,15,15,15,15
darcy-daniher,Darcy Daniher,KEY_DEF,15,15,15,15
christopher-mayne,Christopher Mayne,GEN_FWD,13,13,13,13
james-polkinghorne,James Polkinghorne,MID,14,14,14,14
jack-steven,Jack Steven,MID,14,14,14,14
easton-wood,Easton Wood,GEN_DEF,11,11,11,11
scott-simpson,Scott Simpson,KEY_FWD,10,10,10,10
dennis-armfield,Dennis Armfield,MID,8,8,8,8
tobias-thoolen,Tobias Thoolen,RUC,15,15,15,15
jarrad-boumann-1,Jarrad Boumann,GEN_DEF,11,11,11,11
mitchell-farmer,Mitch Farmer,GEN_DEF,11,11,11,11
dan-mckenna,Dan McKenna,KEY_FWD,10,10,10,10
dean-putt,Dean Putt,RUC,14,14,14,14
bradd-dalziell,Bradd Dalziell,MID,10,10,10,10
kyle-cheney,Kyle Cheney,GEN_DEF,11,11,11,11
cale-hooker,Cale Hooker,KEY_DEF,12,12,12,12
matt-austin,Matt Austin,MID,12,12,12,12
tony-armstrong,Tony Armstrong,GEN_DEF,11,11,11,11
craig-bird,Craig Bird,MID,12,12,12,12
adam-donohue,Adam Donohue,GEN_DEF,11,11,11,11
jaxson-barham,Jaxson Barham,MID,12,12,12,12
josh-smith,Josh Smith,KEY_DEF,13,13,13,13
guy-o-keefe,Guy O'Keefe,MID,12,12,12,12
tom-mcnamara,Tom McNamara,KEY_DEF,13,13,13,13
eljay-connors,Eljay Connors,GEN_DEF,11,11,11,11
aaron-kite,Aaron Kite,GEN_DEF,11,11,11,11
david-gourdis,David Gourdis,KEY_FWD,14,14,14,14
stefan-martin,Stefan Martin,RUC,10,10,10,10
john-williams,John Williams,GEN_FWD,10,10,10,10
joshua-head,Joshua Head,GEN_FWD,10,10,10,10
patrick-mcginnity,Patrick McGinnity,MID,11,11,11,11
tom-bellchambers,Tom Bellchambers,RUC,10,10,10,10
aaron-joseph,Aaron Joseph,MID,11,11,11,11
trent-zomer,Trent Zomer,KEY_FWD,10,10,10,10
james-mulligan,James Mulligan,MID,11,11,11,11
rhys-magin,Rhys Magin,RUC,10,10,10,10
brent-connelly,Brent Connelly,KEY_DEF,11,11,11,11
phil-smith,Phil Smith,GEN_DEF,11,11,11,11
glenn-chivers,Glenn Chivers,GEN_DEF,11,11,11,11
james-moss,James Moss,MID,11,11,11,11
hugh-sandilands,Hugh Sandilands,RUC,10,10,10,10
lewis-stevenson,Lewis Stevenson,GEN_DEF,11,11,11,11
luke-casey-leigh,Luke Casey-Leigh,MID,11,11,11,11
nathan-grima,Nathan Grima,KEY_DEF,6,6,6,6
nick-salter,Nick Salter,KEY_FWD,10,10,10,10
brodie-moles,Brodie Moles,MID,11,11,11,11
jarrod-silvester,Jarrod Silvester,GEN_FWD,10,10,10,10
lachie-hill,Lachlan Hill,GEN_FWD,10,10,10,10
austin-wonaeamirri,Austin Wonaeamirri,GEN_FWD,10,10,10,10
henry-white,Henry White,KEY_FWD,10,10,10,10
jarrod-atkinson,Jarrod Atkinson,MID,11,11,11,11
luke-pratt,Luke Pratt,RUC,10,10,10,10
luke-miles,Luke Miles,KEY_DEF,11,11,11,11
jared-petrenko,Jared Petrenko,GEN_FWD,10,10,10,10
timothy-walsh,Timothy Walsh,GEN_DEF,10,10,10,10
ashley-arrowsmith,Ashley Arrowsmith,MID,11,11,11,11
cruize-garlett,Cruize Garlett,GEN_FWD,10,10,10,10
daniel-boyle,Daniel Boyle,GEN_DEF,10,10,10,10
jeremy-laidler,Jeremy Laidler,GEN_DEF,10,10,10,10
tristan-cartledge,Tristan Cartledge,MID,11,11,11,11
david-ellard,David Ellard,MID,11,11,11,11
jake-spencer,Jake Spencer,RUC,10,10,10,10
john-shaw,John Shaw,MID,11,11,11,11
edward-curnow,Edward Curnow,MID,11,11,11,11
alex-grima,Alex Grima,GEN_FWD,10,10,10,10
will-sullivan,Will Sullivan,GEN_FWD,10,10,10,10
chris-kangars,Chris Kangars,KEY_DEF,11,11,11,11
shane-valenti,Shane Valenti,MID,11,11,11,11
brodie-martin,Brodie Martin,MID,11,11,11,11
matthew-beckmans,Matthew Beckmans,KEY_FWD,10,10,10,10
cameron-stokes,Cameron Stokes,GEN_FWD,10,10,10,10
callum-wilson,Callum Wilson,KEY_FWD,10,10,10,10
michael-wundke,Michael Wundke,MID,11,11,11,11
shane-mumford,Shane Mumford,RUC,10,10,10,10
aaron-bruce,Aaron Bruce,RUC,10,10,10,10
dean-terlich,Dean Terlich,GEN_DEF,10,10,10,10
khan-haretuku,Khan Haretuku,MID,8,8,8,8
james-wilsen,James Wilsen,MID,8,8,8,8
ryan-davis,Ryan Davis,MID,8,8,8,8
brendan-murphy,Brendan Murphy,GEN_FWD,6,6,6,6
michael-shields,Michael Shields,KEY_FWD,7,7,7,7
pearce-hanley,Pearce Hanley,GEN_DEF,10,10,10,10
kevin-dyas,Kevin Dyas,MID,8,8,8,8
jake-orreal,Jake Orreal,KEY_DEF,8,8,8,8
bryce-gibbs,Bryce Gibbs,MID,73,73,73,73
scott-gumbleton,Scott Gumbleton,KEY_FWD,24,24,24,24
lachlan-hansen,Lachlan Hansen,KEY_DEF,26,26,26,26
matthew-leuenberger,Matthew Leuenberger,RUC,26,26,26,26
travis-boak,Travis Boak,MID,51,51,51,51
mitchell-thorp,Mitchell Thorp,KEY_FWD,21,21,21,21
joel-selwood,Joel Selwood,MID,46,46,46,46
ben-reid,Ben Reid,KEY_DEF,25,25,25,25
david-armitage,David Armitage,MID,41,41,41,41
nathan-brown,Nathan Brown,KEY_DEF,23,23,23,23
andrejs-everitt,Andrejs Everitt,KEY_DEF,23,23,23,23
james-frawley,James Frawley,KEY_DEF,22,22,22,22
jack-riewoldt,Jack Riewoldt,KEY_FWD,18,18,18,18
james-sellar,James Sellar,KEY_FWD,18,18,18,18
daniel-o-keefe,Daniel O'Keefe,MID,29,29,29,29
mitchell-brown,Mitchell Brown,KEY_DEF,20,20,20,20
shaun-hampson,Shaun Hampson,RUC,22,22,22,22
leroy-jetta,Leroy Jetta,GEN_FWD,19,19,19,19
shaun-grigg,Shaun Grigg,MID,24,24,24,24
tom-hislop,Tom Hislop,MID,24,24,24,24
gavin-urquhart,Gavin Urquhart,GEN_DEF,14,14,14,14
albert-proud,Albert Proud,MID,23,23,23,23
paul-stewart,Paul Stewart,GEN_DEF,14,14,14,14
brent-renouf,Brent Renouf,RUC,21,21,21,21
nathan-djerrkura,Nathan Djerrkura,GEN_DEF,13,13,13,13
shane-edwards,Shane Edwards,MID,21,21,21,21
brad-howard,Brad Howard,MID,20,20,20,20
chris-dawes,Chris Dawes,KEY_FWD,15,15,15,15
eric-mackenzie,Eric Mackenzie,KEY_DEF,16,16,16,16
ricky-petterd,Ricky Petterd,GEN_FWD,13,13,13,13
clayton-collard,Clayton Collard,GEN_FWD,13,13,13,13
kurt-tippett,Kurt Tippett,KEY_FWD,13,13,13,13
jarryd-morton,Jarryd Morton,GEN_FWD,13,13,13,13
chris-schmidt,Chris Schmidt,GEN_DEF,12,12,12,12
mark-austin,Mark Austin,KEY_DEF,15,15,15,15
alwyn-davey,Alwyn Davey,GEN_FWD,6,6,6,6
todd-goldstein,Todd Goldstein,RUC,18,18,18,18
james-hawksley,James Hawksley,GEN_DEF,12,12,12,12
nathan-krakouer,Nathan Krakouer,GEN_FWD,11,11,11,11
josh-p-kennedy,Josh Kennedy,MID,14,14,14,14
tom-hawkins,Tom Hawkins,KEY_FWD,24,24,24,24
bachar-houli,Bachar Houli,GEN_DEF,11,11,11,11
tim-houlihan,Tim Houlihan,GEN_DEF,11,11,11,11
brad-dick,Brad Dick,GEN_FWD,10,10,10,10
brennan-stack,Brennan Stack,GEN_FWD,10,10,10,10
colin-garland,Colin Garland,KEY_DEF,14,14,14,14
kyle-reimers,Kyle Reimers,GEN_FWD,10,10,10,10
david-mackay,David Mackay,MID,13,13,13,13
daniel-currie,Daniel Currie,RUC,14,14,14,14
will-schofield,Will Schofield,KEY_DEF,13,13,13,13
clinton-benjamin,Clint Benjamin,MID,13,13,13,13
brock-o-brien,Brock O'Brien,GEN_DEF,11,11,11,11
lindsay-thomas,Lindsay Thomas,GEN_FWD,10,10,10,10
matt-tyler,Matt Tyler,KEY_DEF,13,13,13,13
robert-gray,Robbie Gray,GEN_FWD,9,9,9,9
garry-moss,Garry Moss,MID,12,12,12,12
simon-hogan,Simon Hogan,MID,12,12,12,12
daniel-connors,Daniel Connors,MID,12,12,12,12
jarryd-allen,Jarryd Allen,GEN_DEF,11,11,11,11
carl-peterson,Carl Peterson,GEN_FWD,9,9,9,9
josh-hill,Josh Hill,GEN_FWD,9,9,9,9
isaac-weetra,Isaac Weetra,GEN_DEF,11,11,11,11
tyson-goldsack,Tyson Goldsack,GEN_DEF,11,11,11,11
nick-gill,Nick Gill,KEY_FWD,10,10,10,10
